Product Name,Long Description,Short Description,Supplier Source,Price,Currency,Stock,Category
Tasty Nylon Potato Masher,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br><br>- It's a wide potato masher.<br><br>- Due to the nylon material, this item can be used in any pot without risk of scratching the surface.<br><br>- The modern and soft touch  handle allows an easy and comfortable grip.","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!

- It's a wide potato masher.

- Due to the nylon material, this item can be used in any pot without risk of scratching the surface.

- The modern and soft touch  handle allows an easy and comfortable grip.",https://shopee.com.my/Tasty-Nylon-Potato-Masher-i.120723581.5242247741?sp_atk=050ad2ee-a8fc-45e2-a572-60676a68131c&xptdk=050ad2ee-a8fc-45e2-a572-60676a68131c,22.5,MYR,14,Mother & Baby
TESCO A4 CLEAR BOOK 40 POCKETS (Red/Pink/Black/Blue),"TESCO A4 CLEAR BOOK 40 POCKETS<br><br>- A4 Size 240 mm X 310 mm<br>- 40 pockets<br>- Hard casing, authentic sources, quality products<br>- Suitable for Office, School & Home","TESCO A4 CLEAR BOOK 40 POCKETS

- A4 Size 240 mm X 310 mm
- 40 pockets
- Hard casing, authentic sources, quality products
- Suitable for Office, School & Home",https://shopee.com.my/TESCO-A4-CLEAR-BOOK-40-POCKETS-(Red-Pink-Black-Blue)-i.120723581.7546240900?sp_atk=dacc23ff-fdbd-4612-bac2-6a511e8fa426&xptdk=dacc23ff-fdbd-4612-bac2-6a511e8fa426,12.9,MYR,0,Mother & Baby
TESCO A4 CLEAR BOOK 40 POCKETS (Red/Pink/Black/Blue),"TESCO A4 CLEAR BOOK 40 POCKETS<br><br>- A4 Size 240 mm X 310 mm<br>- 40 pockets<br>- Hard casing, authentic sources, quality products<br>- Suitable for Office, School & Home","TESCO A4 CLEAR BOOK 40 POCKETS

- A4 Size 240 mm X 310 mm
- 40 pockets
- Hard casing, authentic sources, quality products
- Suitable for Office, School & Home",https://shopee.com.my/TESCO-A4-CLEAR-BOOK-40-POCKETS-(Red-Pink-Black-Blue)-i.120723581.7546240900?sp_atk=dacc23ff-fdbd-4612-bac2-6a511e8fa426&xptdk=dacc23ff-fdbd-4612-bac2-6a511e8fa426,12.9,MYR,0,Mother & Baby
TESCO A4 CLEAR BOOK 40 POCKETS (Red/Pink/Black/Blue),"TESCO A4 CLEAR BOOK 40 POCKETS<br><br>- A4 Size 240 mm X 310 mm<br>- 40 pockets<br>- Hard casing, authentic sources, quality products<br>- Suitable for Office, School & Home","TESCO A4 CLEAR BOOK 40 POCKETS

- A4 Size 240 mm X 310 mm
- 40 pockets
- Hard casing, authentic sources, quality products
- Suitable for Office, School & Home",https://shopee.com.my/TESCO-A4-CLEAR-BOOK-40-POCKETS-(Red-Pink-Black-Blue)-i.120723581.7546240900?sp_atk=dacc23ff-fdbd-4612-bac2-6a511e8fa426&xptdk=dacc23ff-fdbd-4612-bac2-6a511e8fa426,12.9,MYR,0,Mother & Baby
TESCO A4 CLEAR BOOK 40 POCKETS (Red/Pink/Black/Blue),"TESCO A4 CLEAR BOOK 40 POCKETS<br><br>- A4 Size 240 mm X 310 mm<br>- 40 pockets<br>- Hard casing, authentic sources, quality products<br>- Suitable for Office, School & Home","TESCO A4 CLEAR BOOK 40 POCKETS

- A4 Size 240 mm X 310 mm
- 40 pockets
- Hard casing, authentic sources, quality products
- Suitable for Office, School & Home",https://shopee.com.my/TESCO-A4-CLEAR-BOOK-40-POCKETS-(Red-Pink-Black-Blue)-i.120723581.7546240900?sp_atk=dacc23ff-fdbd-4612-bac2-6a511e8fa426&xptdk=dacc23ff-fdbd-4612-bac2-6a511e8fa426,12.9,MYR,2,Mother & Baby
Tefal Day by Day Wok Pan with Lid (32cm) G14398,"TITANIUM NON-STICK COATING : The titaniumnon-stick coating is reinforced with an anti-scratch layer for longer lasting glide every day.<br><br>THERMO-SIGNAL® : THERMO-SIGNAL® technology indicates the ideal starting cooking temperature to guarantee perfect texture, color and taste for delicious full-flavored meals each and every day.<br><br>INDUCTION TECHNOLOGY : Evenly cooked food<br><br>Glass lid : Monitor your cooking with ease, thanks to the elegant glass lid.<br><br>Ergonomic stay-cool handles : The ergonomic stay-cool handles ensure safe cooking and added comfort of use.<br>Hob compatibility: All hobs + induction : Compatible with all stovetops, including induction (gas, electric, ceramic, induction).<br><br>Non-stick exterior coating : The convenient, non-stick exterior makes clean-up easy.<br><br>Tefal: World #1 in Cookware* : Tefal works hard to guarantee perfect cooking results every time you step into the kitchen—just one more reason to choose Tefal!*Independent panel 2016 data, brand value sales, cookware category definition<br><br>Our commitment: Cooking healthy, thinking eco-friendly : Our goal is to make durable products that last for years, while also preserving our planet's health through recyclable designs and safe non-stick coatings (no PFOA, no lead, no cadmium).","TITANIUM NON-STICK COATING : The titaniumnon-stick coating is reinforced with an anti-scratch layer for longer lasting glide every day.

THERMO-SIGNAL® : THERMO-SIGNAL® technology indicates the ideal starting cooking temperature to guarantee perfect texture, color and taste for delicious full-flavored meals each and every day.

INDUCTION TECHNOLOGY : Evenly cooked food

Glass lid : Monitor your cooking with ease, thanks to the elegant glass lid.

Ergonomic stay-cool handles : The ergonomic stay-cool handles ensure safe cooking and added comfort of use.
Hob compatibility: All hobs + induction : Compatible with all stovetops, including induction (gas, electric, ceramic, induction).

Non-stick exterior coating : The convenient, non-stick exterior makes clean-up easy.

Tefal: World #1 in Cookware* : Tefal works hard to guarantee perfect cooking results every time you step into the kitchen—just one more reason to choose Tefal!*Independent panel 2016 data, brand value sales, cookware category definition

Our commitment: Cooking healthy, thinking eco-friendly : Our goal is to make durable products that last for years, while also preserving our planet's health through recyclable designs and safe non-stick coatings (no PFOA, no lead, no cadmium).",https://shopee.com.my/Tefal-Day-by-Day-Wok-Pan-with-Lid-(32cm)-G14398-i.120723581.6153113673?sp_atk=a7c58190-eb26-4634-94c6-718ddf0339df&xptdk=a7c58190-eb26-4634-94c6-718ddf0339df,194.65,MYR,20,Mother & Baby
Tasty Non-Stick Frypan 28cm,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br><br>- It's a 28cm frypan made in pressed aluminium with premium non-stick coating.<br><br>- The ergonomic and soft grip handle with flame guard allows an easy and safe grip.<br><br>- This item is suitable for all heat sources including induction.<br><br>- The nonstick coating is a German coating called Greblon, which is used. ","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!

- It's a 28cm frypan made in pressed aluminium with premium non-stick coating.

- The ergonomic and soft grip handle with flame guard allows an easy and safe grip.

- This item is suitable for all heat sources including induction.

- The nonstick coating is a German coating called Greblon, which is used. ",https://shopee.com.my/Tasty-Non-Stick-Frypan-28cm-i.120723581.4842124481?sp_atk=1881ebf2-9757-4474-9ba7-6f8cf1896571&xptdk=1881ebf2-9757-4474-9ba7-6f8cf1896571,72.9,MYR,6,Mother & Baby
Tasty Non-Stick Wok Pan 28cm,"Welcome to tesco.fbs where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br><br>*Sold by Tesco<br><br>- It's a 28cm workpan made in pressed aluminium with premium non-stick coating.<br><br>- The ergonomic and soft grip handle with flame guard allows an easy and safe grip.<br><br>- This item is suitable for all heat sources including induction.<br><br>- The nonstick coating is a German coating called Greblon, which is used. ","Welcome to tesco.fbs where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!

*Sold by Tesco

- It's a 28cm workpan made in pressed aluminium with premium non-stick coating.

- The ergonomic and soft grip handle with flame guard allows an easy and safe grip.

- This item is suitable for all heat sources including induction.

- The nonstick coating is a German coating called Greblon, which is used. ",https://shopee.com.my/Tasty-Non-Stick-Wok-Pan-28cm-i.120723581.5542129371?sp_atk=9e09d63a-07d4-48e4-8a05-935bac9eff36&xptdk=9e09d63a-07d4-48e4-8a05-935bac9eff36,80.9,MYR,5,Mother & Baby
Faber-Castell Color Pencil Flexi Case (12L),"Permanent colour pencils in a standard size and hexagonal shape. They feature vivid colours and a special bonding process to make them break resistant. The classic coloured pencils are available in up to 48 different colours.<br><br>Product Details<br>-Brilliant colours: silky, smooth colour laydown<br>-Thick 3.3mm lead helps prevent breakage<br>-Permanent colour pencils in hexagonal shape<br>-Slim-Flexi for 12 & 24 colours case can be folded 360 degree<br>-Slim-Flexi with built in tray prevent colour pencils from rolling and for easy colour selection and storage<br>-12 Colour","Permanent colour pencils in a standard size and hexagonal shape. They feature vivid colours and a special bonding process to make them break resistant. The classic coloured pencils are available in up to 48 different colours.

Product Details
-Brilliant colours: silky, smooth colour laydown
-Thick 3.3mm lead helps prevent breakage
-Permanent colour pencils in hexagonal shape
-Slim-Flexi for 12 & 24 colours case can be folded 360 degree
-Slim-Flexi with built in tray prevent colour pencils from rolling and for easy colour selection and storage
-12 Colour",https://shopee.com.my/Faber-Castell-Color-Pencil-Flexi-Case-(12L)-i.120723581.1909365674?sp_atk=8ff99b78-6691-40ff-8ac5-fcb54700ec95&xptdk=8ff99b78-6691-40ff-8ac5-fcb54700ec95,14.5,MYR,15,Mother & Baby
Tefal Comfort Slicing Knife with Cover (20cm),1) Essential Comfort Knives - Stainless steel <br>2) Essential Comfort Knives to use kitchenware for consumers who cook occasionally or for young adults moving in and buying their first knives set<br>3) Main benefits are the exclusive Comfort Zone handle and dedicated blades design. Completing with safe blade cover for all models<br>4) Comfort Stainless Steel knives: Tradition and resistance,"1) Essential Comfort Knives - Stainless steel 
2) Essential Comfort Knives to use kitchenware for consumers who cook occasionally or for young adults moving in and buying their first knives set
3) Main benefits are the exclusive Comfort Zone handle and dedicated blades design. Completing with safe blade cover for all models
4) Comfort Stainless Steel knives: Tradition and resistance",https://shopee.com.my/Tefal-Comfort-Slicing-Knife-with-Cover-(20cm)-i.120723581.1903651217?sp_atk=d6606371-91b4-4d5b-9906-58a3e1ba1d01&xptdk=d6606371-91b4-4d5b-9906-58a3e1ba1d01,41.9,MYR,11,Mother & Baby
Tasty Serving Tongs Set of 3,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br><br>- It's a set of 3 stackable serving tongs made in Polypropylene (PP).<br><br>- It helps to catch easily food directly from the pan or the plate and due to the plastic material, this item can be used in any pan without risk of scratching the surface.<br><br>- The different sizes of tongs makes the item suitable for different purposes and it's easy to storage.","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!

- It's a set of 3 stackable serving tongs made in Polypropylene (PP).

- It helps to catch easily food directly from the pan or the plate and due to the plastic material, this item can be used in any pan without risk of scratching the surface.

- The different sizes of tongs makes the item suitable for different purposes and it's easy to storage.",https://shopee.com.my/Tasty-Serving-Tongs-Set-of-3-i.120723581.3155434778?sp_atk=03462955-c71e-4518-9b3a-c10af8f9fdea&xptdk=03462955-c71e-4518-9b3a-c10af8f9fdea,15.9,MYR,3,Mother & Baby
Magiclean Wipersheet (20 Pcs),"1) 3D Micro fibers contains 500,000 of micro fibers can <br>2) Clean & trap dusts and hair effectively with just 1 wipe<br>3) With wiper sheet only, you can clean electrical appliances, fluorescent lights, furniture, wooden, mirror, wall & ceiling surface<br>4) Both sides of the sheets are usable <br>5) No more fly-away<br>6) 20 sheets per pack<br>","1) 3D Micro fibers contains 500,000 of micro fibers can 
2) Clean & trap dusts and hair effectively with just 1 wipe
3) With wiper sheet only, you can clean electrical appliances, fluorescent lights, furniture, wooden, mirror, wall & ceiling surface
4) Both sides of the sheets are usable 
5) No more fly-away
6) 20 sheets per pack",https://shopee.com.my/Magiclean-Wipersheet-(20-Pcs)-i.120723581.1904008450?sp_atk=ba9dc06d-3452-495c-b0c3-22c97d5c9f0e&xptdk=ba9dc06d-3452-495c-b0c3-22c97d5c9f0e,11.3,MYR,20,Mother & Baby
STAINLESS STEEL VACUUM JUG 2L,Size: 15cm(L) x 30cm(H)<br>Temperature to preserve flavor and freshness to keep beverages hot<br>Durable stainless steel interior and exterior withstand the demands of everyday use<br>Pour spout opens with push-button ease for simple one-handed pouring<br>Body stays cool to the touch with hot liquids and is condensation-free with cold<br>Product Material : Stainless Steel<br>18 Hours Keep Cold & Warm,"Size: 15cm(L) x 30cm(H)
Temperature to preserve flavor and freshness to keep beverages hot
Durable stainless steel interior and exterior withstand the demands of everyday use
Pour spout opens with push-button ease for simple one-handed pouring
Body stays cool to the touch with hot liquids and is condensation-free with cold
Product Material : Stainless Steel
18 Hours Keep Cold & Warm",https://shopee.com.my/STAINLESS-STEEL-VACUUM-JUG-2L-i.120723581.7167443714?sp_atk=8dc244af-0c36-47f4-8951-c7238c0be868&xptdk=8dc244af-0c36-47f4-8951-c7238c0be868,29.9,MYR,3,Mother & Baby
Johnson's Baby Powder 2 x 500g,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br>Value for Money!<br>While Stocks Last! Buy Now!<br>2 x Johnson's Baby Powder 500g","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!
Value for Money!
While Stocks Last! Buy Now!
2 x Johnson's Baby Powder 500g",https://shopee.com.my/Johnson's-Baby-Powder-2-x-500g-i.120723581.3954023239?sp_atk=7a845a4c-f59c-4805-a63e-a970bb53886e&xptdk=7a845a4c-f59c-4805-a63e-a970bb53886e,16.89,MYR,8,Mother & Baby
Hot Wheels 4pcs Straight Track Toys for Kids Boys,"-Lets kids build out their racing world and test their skills and speed<br>-Includes nearly four feet of strips of classic orange track<br>-Has new, improved connectors<br>-Add more sections of track to build a mega straightaway<br>-Accelerate off to adventures!","-Lets kids build out their racing world and test their skills and speed
-Includes nearly four feet of strips of classic orange track
-Has new, improved connectors
-Add more sections of track to build a mega straightaway
-Accelerate off to adventures!",https://shopee.com.my/Hot-Wheels-4pcs-Straight-Track-Toys-for-Kids-Boys-i.120723581.4351912835?sp_atk=47fa44f5-907c-4b7b-8249-dfa33595ada6&xptdk=47fa44f5-907c-4b7b-8249-dfa33595ada6,14.9,MYR,22,Mother & Baby
Fisher Price Laugh and Learn Smart Stages Tablet Electronic Education Toys for Kids Boys Girls Baby (12 - 36 Months),"79.09Introduces Baby to letters, first words, animals and more!<br>Lots of music, phrases and fun sounds!<br>Includes Smart Stages™ technology—learning changes as baby grows!<br>Three levels of play offer fresh songs, phrases and sounds for your little one<br>Requires 3 AA batteries<br>Available in 4 different colors!","79.09Introduces Baby to letters, first words, animals and more!
Lots of music, phrases and fun sounds!
Includes Smart Stages™ technology—learning changes as baby grows!
Three levels of play offer fresh songs, phrases and sounds for your little one
Requires 3 AA batteries
Available in 4 different colors!",https://shopee.com.my/Fisher-Price-Laugh-and-Learn-Smart-Stages-Tablet-Electronic-Education-Toys-for-Kids-Boys-Girls-Baby-(12-36-Months)-i.120723581.4548054234?sp_atk=bbb99f41-7c2c-4e3b-beba-af879e8d4d7e&xptdk=bbb99f41-7c2c-4e3b-beba-af879e8d4d7e,99.9,MYR,13,Mother & Baby
BARBIE FRYTL PRNCS ASSORTED,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br>","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!",https://shopee.com.my/BARBIE-FRYTL-PRNCS-ASSORTED-i.120723581.4767589275?sp_atk=04d365d4-d472-4c00-9787-b015bdc7b95f&xptdk=04d365d4-d472-4c00-9787-b015bdc7b95f,59.8,MYR,3,Mother & Baby
Pigeon Wide-Neck Nursing Bottle – PPSU (Polyphenylsulfone) 160ml (00875),"-Allows baby to use natural feeding motion learned at the breast<br>-SofTouch™ Peristaltic PLUS Nipple is 100% silicone, super soft and flexible to allow for natural and smooth tongue movement<br>-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic<br>-Bottle shape is easy to hold<br>-Specially designed roll-free bottle hoods<br>-Bottle is made from Polyphenylsulfone (PPSU) material with high heat resistance and excellent durability<br>-BPA Free","-Allows baby to use natural feeding motion learned at the breast
-SofTouch™ Peristaltic PLUS Nipple is 100% silicone, super soft and flexible to allow for natural and smooth tongue movement
-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic
-Bottle shape is easy to hold
-Specially designed roll-free bottle hoods
-Bottle is made from Polyphenylsulfone (PPSU) material with high heat resistance and excellent durability
-BPA Free",https://shopee.com.my/Pigeon-Wide-Neck-Nursing-Bottle-%E2%80%93-PPSU-(Polyphenylsulfone)-160ml-(00875)-i.120723581.4956760364?sp_atk=18b303b4-34be-48a9-98f8-4d5e3e569603&xptdk=18b303b4-34be-48a9-98f8-4d5e3e569603,50.9,MYR,6,Mother & Baby
Pigeon SofTouch™ Peristaltic PLUS Wide-Neck Nipple M Size 2pcs (01831),"-Nipple is of perfect shape and size to fit into the sucking fossa of baby<br>-Inner vertical lines strengthen the structure of nipples; making it collapse-resistant<br>-Textured surface allows baby to latch on easily and securely<br>-100% silicone nipple; super soft and flexible, allows natural and smooth tongue movement<br>-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic","-Nipple is of perfect shape and size to fit into the sucking fossa of baby
-Inner vertical lines strengthen the structure of nipples; making it collapse-resistant
-Textured surface allows baby to latch on easily and securely
-100% silicone nipple; super soft and flexible, allows natural and smooth tongue movement
-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic",https://shopee.com.my/Pigeon-SofTouch%E2%84%A2-Peristaltic-PLUS-Wide-Neck-Nipple-M-Size-2pcs-(01831)-i.120723581.5156752781?sp_atk=eda5ad2a-340c-49cd-b78c-7c0b484fe489&xptdk=eda5ad2a-340c-49cd-b78c-7c0b484fe489,25.5,MYR,4,Mother & Baby
Pigeon SofTouch™ Peristaltic PLUS Wide-Neck Nipple S Size 2pcs (01830),"-Nipple is of perfect shape and size to fit into the sucking fossa of baby<br>-Inner vertical lines strengthen the structure of nipples; making it collapse-resistant<br>-Textured surface allows baby to latch on easily and securely<br>-100% silicone nipple; super soft and flexible, allows natural and smooth tongue movement<br>-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic","-Nipple is of perfect shape and size to fit into the sucking fossa of baby
-Inner vertical lines strengthen the structure of nipples; making it collapse-resistant
-Textured surface allows baby to latch on easily and securely
-100% silicone nipple; super soft and flexible, allows natural and smooth tongue movement
-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic",https://shopee.com.my/Pigeon-SofTouch%E2%84%A2-Peristaltic-PLUS-Wide-Neck-Nipple-S-Size-2pcs-(01830)-i.120723581.5256751808?sp_atk=f7a431cd-693e-4144-88c2-790d742d74ba&xptdk=f7a431cd-693e-4144-88c2-790d742d74ba,25.5,MYR,16,Mother & Baby
Dugro Sure 1-6 Years 600g,"Dugro® menggunakan kuki di laman web ini.Dengan persetujuan anda, kami akan menggunakannya untuk menganalisis penggunaan laman web (kuki analitik), untuk menyesuaikannya dengan minat anda (kuki peribadi), dan membentangkan iklan serta makluman berkaitan (kuki sasaran).Untuk maklumat lanjut sila baca dasar kuki kami.<br><br>Dugro Sure 1-6 Years 600g<br><br>Dugro® Sure is formulated with nutrients neccesary for growth (Protein, Calcium, Vitamin D, and Zinc). It is also rich in healthy grains and DHA to support the optimal physical growth of your little ones. <br><br>For children ages 1-6 years old. <br>","Dugro® menggunakan kuki di laman web ini.Dengan persetujuan anda, kami akan menggunakannya untuk menganalisis penggunaan laman web (kuki analitik), untuk menyesuaikannya dengan minat anda (kuki peribadi), dan membentangkan iklan serta makluman berkaitan (kuki sasaran).Untuk maklumat lanjut sila baca dasar kuki kami.

Dugro Sure 1-6 Years 600g

Dugro® Sure is formulated with nutrients neccesary for growth (Protein, Calcium, Vitamin D, and Zinc). It is also rich in healthy grains and DHA to support the optimal physical growth of your little ones. 

For children ages 1-6 years old. ",https://shopee.com.my/Dugro-Sure-1-6-Years-600g-i.120723581.5340139230?sp_atk=e74c800d-d170-4412-9267-cf3ece8053bc&xptdk=e74c800d-d170-4412-9267-cf3ece8053bc,29.99,MYR,67,Mother & Baby
Blaze Storm Blaster Toys ZC7097,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br>1 x BLAZE STORM BLASTER ZC7097 - Toys<br>Quality Promised and Value for Money!<br>100% Genuine Product! <br>While Stocks Last! Buy Now!<br>","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!
1 x BLAZE STORM BLASTER ZC7097 - Toys
Quality Promised and Value for Money!
100% Genuine Product! 
While Stocks Last! Buy Now!",https://shopee.com.my/Blaze-Storm-Blaster-Toys-ZC7097-i.120723581.5315089160?sp_atk=6a95dec9-78af-4ce2-a2fa-8ba778fd0f52&xptdk=6a95dec9-78af-4ce2-a2fa-8ba778fd0f52,79.9,MYR,4,Mother & Baby
Fisher Price Soothe and Glow Seahorse Pink Soothing Music Toys for Baby Infant Newborn Girls Boys,Specially created/formulated to be mild and nonirritating for babies and kids<br>Suitable for children<br>100% new<br>Please allow 13cm differences in product measurement<br>Due to different computer monitors/calibrations colors may vary slightly from the picture,"Specially created/formulated to be mild and nonirritating for babies and kids
Suitable for children
100% new
Please allow 13cm differences in product measurement
Due to different computer monitors/calibrations colors may vary slightly from the picture",https://shopee.com.my/Fisher-Price-Soothe-and-Glow-Seahorse-Pink-Soothing-Music-Toys-for-Baby-Infant-Newborn-Girls-Boys-i.120723581.5353127979?sp_atk=0cc4e634-65f7-429f-b568-9d27db806d97&xptdk=0cc4e634-65f7-429f-b568-9d27db806d97,79.9,MYR,8,Mother & Baby
BARBIE CHELSEA SOCCER PLAYSET GHK37,"Young imaginations can play out so many sports stories with Chelsea doll, inspired by Barbie Dreamhouse Adventures, and her soccer playset.<br>Two goals, each with an adjustable scoring board, attach to a field area where Chelsea can practice and play -press down on her shoulders for ""kicking"" action!<br>Two puppy friends with sporty bandanas can join in the fun, and a set of bleachers provides seating for fans and friends (not included).<br>Includes storytelling accessories, like a gold medal, backpack, water bottle, snacks and a ball.<br>Chelsea doll is game-ready in a colorful soccer jersey with sporty stripes, matching shorts, shin guards and shoes.","Young imaginations can play out so many sports stories with Chelsea doll, inspired by Barbie Dreamhouse Adventures, and her soccer playset.
Two goals, each with an adjustable scoring board, attach to a field area where Chelsea can practice and play -press down on her shoulders for ""kicking"" action!
Two puppy friends with sporty bandanas can join in the fun, and a set of bleachers provides seating for fans and friends (not included).
Includes storytelling accessories, like a gold medal, backpack, water bottle, snacks and a ball.
Chelsea doll is game-ready in a colorful soccer jersey with sporty stripes, matching shorts, shin guards and shoes.",https://shopee.com.my/BARBIE-CHELSEA-SOCCER-PLAYSET-GHK37-i.120723581.5354907523?sp_atk=cb727711-0470-4892-9406-12358a624d9d&xptdk=cb727711-0470-4892-9406-12358a624d9d,99.9,MYR,16,Mother & Baby
Pigeon Wide-Neck Nursing Bottle – PPSU (Polyphenylsulfone) 240ml (00876),"-Allows baby to use natural feeding motion learned at the breast<br>-SofTouch™ Peristaltic PLUS Nipple is 100% silicone, super soft and flexible to allow for natural and smooth tongue movement<br>-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic<br>-Bottle shape is easy to hold<br>-Specially designed roll-free bottle hoods<br>-Bottle is made from Polyphenylsulfone (PPSU) material with high heat resistance and excellent durability<br>-BPA Free","-Allows baby to use natural feeding motion learned at the breast
-SofTouch™ Peristaltic PLUS Nipple is 100% silicone, super soft and flexible to allow for natural and smooth tongue movement
-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic
-Bottle shape is easy to hold
-Specially designed roll-free bottle hoods
-Bottle is made from Polyphenylsulfone (PPSU) material with high heat resistance and excellent durability
-BPA Free",https://shopee.com.my/Pigeon-Wide-Neck-Nursing-Bottle-%E2%80%93-PPSU-(Polyphenylsulfone)-240ml-(00876)-i.120723581.5856755873?sp_atk=bc14379d-530b-46bb-8e54-bbe6f93e688c&xptdk=bc14379d-530b-46bb-8e54-bbe6f93e688c,54.5,MYR,2,Mother & Baby
Nestlé Cerelac NutriBites Original Nutritious Biscuit for Children 180g,"Nestlé Cerelac NutriBites Original Nutritious Biscuit for Children from 12 Months 180g<br><br>Introducing the all new CERELAC NUTRIBITES Original – a nutritious and delicious biscuit that is developmentally and nutritionally appropriate for Little Ones from 12 months old and above. <br><br>Made in Italy with carefully selected ingredients such as wheat, butter, milk & honey, it has important nutrients especially high in Iron, Calcium, Vitamin B1, B2 and B6 that are important for overall growth and development during a child’s growing years.<br>","Nestlé Cerelac NutriBites Original Nutritious Biscuit for Children from 12 Months 180g

Introducing the all new CERELAC NUTRIBITES Original – a nutritious and delicious biscuit that is developmentally and nutritionally appropriate for Little Ones from 12 months old and above. 

Made in Italy with carefully selected ingredients such as wheat, butter, milk & honey, it has important nutrients especially high in Iron, Calcium, Vitamin B1, B2 and B6 that are important for overall growth and development during a child’s growing years.",https://shopee.com.my/Nestl%C3%A9-Cerelac-NutriBites-Original-Nutritious-Biscuit-for-Children-180g-i.120723581.6533637423?sp_atk=27bd5ad1-d04e-41f4-9036-06d8d16c0ff5&xptdk=27bd5ad1-d04e-41f4-9036-06d8d16c0ff5,12.49,MYR,1,Mother & Baby
